team_id,p_runs,p_era,p_whip,p_strikeoutWalkRatio,p_ops,h_ops,h_leftOnBase,h_runs,h_hits,h_avg,wins
2012140,4.247058823529412,3.78,1.24,2.99,.704,.794,7.294117647058823,5.1647058823529415,9.764705882352942,.280,93
2013140,4.056818181818182,3.71,1.28,2.73,.703,.741,6.7727272727272725,4.363636363636363,8.920454545454545,.260,91
2014140,5.056179775280899,4.74,1.49,2.19,.788,.709,6.561797752808989,4.146067415730337,8.797752808988765,.261,67
2015140,4.488095238095238,4.20,1.37,2.03,.744,.711,6.833333333333333,4.238095238095238,8.428571428571429,.247,88
2016140,4.586206896551724,4.29,1.39,1.95,.762,.752,6.287356321839081,4.896551724137931,9.080459770114942,.266,95
2017140,4.767441860465116,4.35,1.38,2.09,.759,.747,5.953488372093023,5.104651162790698,8.104651162790697,.241,78
2018140,5.1,4.65,1.38,2.54,.787,.719,6.877777777777778,4.5,7.977777777777778,.238,67
2019140,5.122222222222222,4.82,1.43,2.43,.798,.773,6.588888888888889,5.388888888888889,8.677777777777777,.254,78
2021140,4.758620689655173,4.48,1.34,2.65,.749,.692,6.287356321839081,4.149425287356322,7.873563218390805,.235,60
2022140,4.275,3.93,1.29,2.36,.699,.693,6.25,4.4,8.1125,.238,68
2023140,4.134831460674158,3.93,1.20,2.82,.685,.804,7.179775280898877,5.910112359550562,9.674157303370787,.275,90
2024140,4.233333333333333,4.00,1.26,2.39,.689,.694,6.722222222222222,4.322222222222222,8.188888888888888,.243,78
2008141,3.898876404494382,3.63,1.27,2.46,.696,.717,7.47191011235955,4.089887640449438,8.786516853932584,.259,86
2009141,4.529411764705882,4.28,1.35,2.14,.757,.775,7.705882352941177,4.929411764705883,9.658823529411764,.272,75
